rating,date,review,platform,sentiment,clean,Clean_text_length,text_length_category
1,2024-07-28,"Thanks to that annoying frequent notification about items in
                  cart Ive turned off notifications for this app",jiomart,Negative,thanks that annoying frequent notification about items cart turned notifications this,85,0-100
2,2024-08-22,"Very funny app please do not buy anything They do not
                  deliver any items in time Refund policy is also bad takes one
                  week for refund",jiomart,Negative,very funny please anything they deliver items time refund policy also takes week refund,87,0-100
1,2024-08-26,"Lowest quality of product guaranteed All the products are of
                  inferior quality The biscuits taste like sugar dipped Please
                  never order anything from jio art or else buy anything from
                  reliance smart store In order to get lucrative discounts u
                  are compromiseing ur health standards Wrong products gets
                  delivered even no return option after  days simply pathetic
                  This is the last time I have ordered no more I will order from
                  jiomart ",jiomart,Negative,lowest quality product guaranteed products inferior quality biscuits taste like sugar dipped please never order anything from else anything from reliance smart store order lucrative discounts compromiseing health standards wrong products gets delivered even return option after days simply pathetic this last time have ordered more will order from jiomart,355,Above 300
1,2024-08-06,"After login getting error oops something went wrong please
                  try after some time From the past  days facing same issue
                  Send email also did all things suggested still getting same
                  problem",jiomart,Negative,after login getting error oops something went wrong please after some time from past days facing same issue send email also things suggested still getting same problem,167,100-200
1,2024-08-29,"Very bad service from jio mart coustmer service is useless
                  withouting listening anything they only use to close that
                  waited for my order since  days on out for delivery date I
                  did not receive any call from delivery agent but showing I was
                  not available delivery unsuccessful will try to delivery order
                  again what is the use of ordering better we order from
                  flipkart plz everyone do not order from jio mart",jiomart,Negative,very service from mart coustmer service useless withouting listening anything they only close that waited order since days delivery date receive call from delivery agent showing available delivery unsuccessful will delivery order again what ordering better order from flipkart everyone order from mart,301,Above 300
1,2024-07-30,"Unable to pay through cr card your internal loading in app
                  to accept OPT gives error If I prefer external site to enter
                  OTP It redirect to order page after payment instead of
                  successful page",jiomart,Negative,unable through card your internal loading accept gives error prefer external site enter redirect order page after payment instead successful page,145,100-200
1,2024-09-20,"The amount was deducted even then the delivery boy have taken
                  the charges as it was showing cash on delivery so I have to
                  pay double Its a fraud app Even after multiple complains no
                  use",jiomart,Negative,amount deducted even then delivery have taken charges showing cash delivery have double fraud even after multiple complains,123,100-200
1,2024-08-18,"Bad experience none help me there are no cancelation option if
                  i contact customer care he tells me that plz contact from the
                  registered number otherwise we cant help why other platforms
                  like flipkart amazon they easily accpt my complaints if i call
                  other mobile nmber very very bad experience i cant cancel my
                  order then i call nearest jiomart for cancelation but where is
                  my refund plz refund my money dont buy from here ",jiomart,Negative,experience none help there cancelation option contact customer care tells that contact from registered number otherwise cant help other platforms like flipkart amazon they easily accpt complaints call other mobile nmber very very experience cant cancel order then call nearest jiomart cancelation where refund refund money dont from here,337,Above 300
1,2024-10-02,"Very pathetic service Apple Ipad Air Paid approx k Order
                  not getting delivered support saying out of stock after
                  deilvery date crossed  Website displaying in stock same
                  product for same pincode No billinvoice received no option is
                  displayed in app or website both places Contacted customer
                  support also bad service Sent email now",jiomart,Negative,very pathetic service apple ipad paid approx order getting delivered support saying stock after deilvery date crossed website displaying stock same product same pincode billinvoice received option displayed website both places contacted customer support also service sent email,277,200-300
1,2024-08-08,"Thanks for prompt help the missing items amount has been
                  refunded but the amount from my Rone membership balance has
                  still not been refunded Kindly look into this matter",jiomart,Negative,thanks prompt help missing items amount been refunded amount from rone membership balance still been refunded kindly look into this matter,138,100-200
5,2024-10-02,"very good service nd bhongir local people has lucky becz
                  without delivery charges they deliver the order nd way of
                  packing system is good nd I thing keep this continue local
                  free service delivery I recommend to everyone just installed
                  it nd order what u like u needed nd prices is also good",jiomart,Positive,very good service bhongir local people lucky becz without delivery charges they deliver order packing system good thing keep this continue local free service delivery recommend everyone just installed order what like needed prices also good,240,200-300
4,2024-09-10,"Stock management very poor most of the food items are out of
                  stock  Pin  I dont know whether they have appointed
                  some one to check stock Other than this everything is good",jiomart,Positive,stock management very poor most food items stock dont know whether they have appointed some check stock other than this everything good,135,100-200
1,2024-09-15,"Worst app you take time to select products and order and then
                  it will accept your order also but after  day they will
                  definitely cancel your order by giving rubbish reason Worst
                  services ",jiomart,Negative,worst take time select products order then will accept your order also after they will definitely cancel your order giving rubbish reason worst services,152,100-200
1,2024-09-13,"Very bad experience We ordered a shirt but  time they send
                  small size  Second time they cancelled our order poor
                  experience Dont buy any thing from jiomart",jiomart,Negative,very experience ordered shirt time they send small size second time they cancelled order poor experience dont thing from jiomart,128,100-200
1,2024-09-16,"I am unable to sign inI tried  times to sign upi couldnt
                  I am unable to log in after rebooting the phonewhat to do
                  This is not the first time I fail to log in to jiomart",jiomart,Negative,unable sign tried times sign couldnt unable after rebooting phonewhat this first time fail jiomart,98,0-100
1,2024-09-18,"Customer service is pathetic discount are low compare to
                  other apps App is very slow Had not received my order after
                  seven days of followup with customer server team",jiomart,Negative,customer service pathetic discount compare other apps very slow received order after seven days followup with customer server team,130,100-200
1,2024-08-29,"Very bad service zepto has delivery in  minutes delivery but
                  you not give in  days My delivery still not done Delivery
                  team daily call but not deliver product I have escalation to
                  the social media Reviews",jiomart,Negative,very service zepto delivery minutes delivery give days delivery still done delivery team daily call deliver product have escalation social media reviews,152,100-200
1,2024-09-06,"Delivery man is worthy than costumer they can return cancel
                  or insult the costumers whenever they wantand they wont do
                  anything against them Worst service and worst delivery also
                  items",jiomart,Negative,delivery worthy than costumer they return cancel insult costumers whenever they wantand they wont anything against them worst service worst delivery also items,159,100-200
5,2024-09-15,"Jio mart does a commendable job in delivering the right items
                  very fast I usually get my orders within a few hours and its
                  hasslefree I love it ",jiomart,Positive,mart does commendable delivering right items very fast usually orders within hours hasslefree love,98,0-100
1,2024-09-03,"Delivery always delayed No proper response Customer doesnt
                  have an option to choose the store Need to improve",jiomart,Negative,delivery always delayed proper response customer doesnt have option choose store need improve,93,0-100
2,2024-08-07,"It keep showing Products are not available even at nearest
                  location to reliance smart pointsbasic products of daily
                  use are not availablenot a good experience",jiomart,Negative,keep showing products available even nearest location reliance smart pointsbasic products daily availablenot good experience,124,100-200
1,2024-09-23,"Worst app  You can place order but they cancel your order at
                  the time of delivery  Its just a scam nothing else",jiomart,Negative,worst place order they cancel your order time delivery just scam nothing else,77,0-100
3,2024-08-21,"cheaper than other online platforms except few itms easy to
                  shop But worst part is that price fluctuates momentarily
                  anyway I liked jiomart",jiomart,Neutral,cheaper than other online platforms except itms easy shop worst part that price fluctuates momentarily anyway liked jiomart,123,100-200
1,2024-09-09,"Worst online Mart I ve ever come across refund doesnt happen
                  for weeksthey keep giving dates again and againworst
                  experience and very frustrating bekkar faltu ",jiomart,Negative,worst online mart ever come across refund doesnt happen weeksthey keep giving dates again againworst experience very frustrating bekkar faltu,141,100-200
1,2024-08-05,"Whenever you order from this app its basically gambling you
                  either get the order or nothing For some reason they dont
                  give the delivery agent number",jiomart,Negative,whenever order from this basically gambling either order nothing some reason they dont give delivery agent number,113,100-200
5,2024-12-27,best app to find affordable items  mostly clothing,jiomart,Positive,best find affordable items mostly clothing,42,0-100
1,2024-11-28,"Login issue Unable to use this app from couple of months
                  Tried uninstalling  reinstalling Earlier it was working
                  smooth latest update did not help either After OTP is
                  generated and picked automatically Msg pops out that
                  something is wrong  Repeated attempts were all futile
                  Kindly help",jiomart,Negative,login issue unable this from couple months tried uninstalling reinstalling earlier working smooth latest update help either after generated picked automatically pops that something wrong repeated attempts were futile kindly help,228,200-300
1,2024-08-04,"Totally a fraud service beware My experience i ordered
                  groceries on rd August and th aug morning it shows delivered
                  but I dont receive any itemsmy biggest mistake was it
                  prepaidso be carefulit prepaid service is a
                  scamso my recommendation guys not do any prepaid order And
                  their customers service also very bad attitude dont
                  politeand so much arrogantnot helpfulthey said wait
                  for hrsfor resolution",jiomart,Negative,totally fraud service beware experience ordered groceries august morning shows delivered dont receive itemsmy biggest mistake prepaidso carefulit prepaid service scamso recommendation guys prepaid order their customers service also very attitude dont politeand much arrogantnot helpfulthey said wait hrsfor resolution,317,Above 300
1,2024-10-07,"Dont know whats going on with the delivery team but they send
                  wrong products if they dont have the thing I want in stock
                  instead of just cancelling if they do send the product its
                  damaged or missing ordered a set of  pocha  came and the
                  other was just a bunch of pieces of cloth Their customer
                  services is garbage I cant even complain because their
                  complaint feature is nonfunctional",jiomart,Negative,dont know whats going with delivery team they send wrong products they dont have thing want stock instead just cancelling they send product damaged missing ordered pocha came other just bunch pieces cloth their customer services garbage cant even complain because their complaint feature nonfunctional,301,Above 300
1,2024-09-30,"Worst experience in jio mart shopping i ordered shoes size
                  issue and return place but delivery boy not taken i raised
                  complaint costumer care but no response I raised complaint
                  many times but no response Dont buy any item in this app I
                  raised return request but item not picking but I see status
                  problem was solved Many times I raised complaint but problem
                  not solved",jiomart,Negative,worst experience mart shopping ordered shoes size issue return place delivery taken raised complaint costumer care response raised complaint many times response dont item this raised return request item picking status problem solved many times raised complaint problem solved,275,200-300
1,2024-09-07,"Worst experience I already canceled order but develivry
                  executive called to me conformed that my order is not canceled
                  and asked about otp but he didnt delivered the order but in
                  the app showed its delivered  what the heck it is",jiomart,Negative,worst experience already canceled order develivry executive called conformed that order canceled asked about didnt delivered order showed delivered what heck,157,100-200
1,2024-08-11,"It is waste app I have ordered on the jio mart product is
                  missing and also I didnt get the refund it has been almost
                  more than  days there were saying like I have to check and
                  refund is initiated but still i didnt receive the refund",jiomart,Negative,waste have ordered mart product missing also didnt refund been almost more than days there were saying like have check refund initiated still didnt receive refund,162,100-200
1,2024-08-13,"worst product as well service plz dont download this app and
                  dont purcase any item bcoz totally time  mony waste
                  products they haveIts my advice to close online selling if
                  you are not able to provide service and good products",jiomart,Negative,worst product well service dont download this dont purcase item bcoz totally time mony waste products they haveits advice close online selling able provide service good products,177,100-200
1,2024-11-21,"Many of the top brands are unavailable and the delivery date
                  due is somewhat more than  days for that we can make a
                  physical visit to the store even cancelling the products is
                  also bigger issue When i went to cancel the app asked me to
                  cancel product by product Real waste of time",jiomart,Negative,many brands unavailable delivery date somewhat more than days that make physical visit store even cancelling products also bigger issue when went cancel asked cancel product product real waste time,197,100-200
1,2024-10-02,"Last time one of the ordered products was not delivered and
                  I did not receive a refund or the product itself This feels
                  like pure cheating on your end Additionally all the customer
                  service representatives I spoke with seemed to pass the
                  responsibility without having any authority over the call
                  logs only making false commitments I have never expected
                  this kind of poor service from the Jio team",jiomart,Negative,last time ordered products delivered receive refund product itself this feels like pure cheating your additionally customer service representatives spoke with seemed pass responsibility without having authority over call logs only making false commitments have never expected this kind poor service from team,308,Above 300
1,2024-12-31,"rd class service from Jiomart They take order but do not
                  deliver Ticket closed without any resolution or action",jiomart,Negative,class service from jiomart they take order deliver ticket closed without resolution action,90,0-100
1,2024-09-29,"I want the product in emergency but the my order has been
                  cancelled by delivery partners everytime I even tried with
                  another account  time everytime it get cancelled like
                  seriously of you dont wanna sell that particular item then
                  dont show it in the list available That sucks ",jiomart,Negative,want product emergency order been cancelled delivery partners everytime even tried with another account time everytime cancelled like seriously dont wanna sell that particular item then dont show list available that sucks,221,200-300
1,2024-12-23,"Dont use this platform its very bad service and if u buy
                  your product not meet in our home and amt refund around  day
                  after very bad service",jiomart,Negative,dont this platform very service your product meet home refund around after very service,87,0-100
1,2024-09-02,"Wrost app I ever see disgusting totally time of loss by
                  spend time on this shoping app I can came here for some
                  order but I have tried many time to add cart not any thing add
                  to cart ",jiomart,Negative,wrost ever disgusting totally time loss spend time this shoping came here some order have tried many time cart thing cart,121,100-200
1,2024-11-11,"Worst software for shopping I have ordered  packs of
                  momypoko pants but got delivered only one but I have paid
                  money for  packs I have applied for refund with each and
                  every proof correct But I didnt got any of the refund
                  Worst software for shopping Comparatively Amazon n Flipkart
                  is best Never recommend this worst app for shopping",jiomart,Negative,worst software shopping have ordered packs momypoko pants delivered only have paid money packs have applied refund with each every proof correct didnt refund worst software shopping comparatively amazon flipkart best never recommend this worst shopping,252,200-300
1,2024-10-23,"One of the worst app which I have experienced I had ordered
                  product after shipment during date of delivery they cancelled
                  the order and if they delivering the product they will deliver
                  all the items separately not on the time One of the worst app
                  which I have ever experienced",jiomart,Negative,worst which have experienced ordered product after shipment during date delivery they cancelled order they delivering product they will deliver items separately time worst which have ever experienced,199,100-200
1,2024-11-21,"This is worst delivery app The delivery is too late and If
                  products are not available then why you guys put it in the
                  website I prepaid the amount but you cancelled some products
                  because of unavailability  But amount is not refunded
                  Cancel order option is not available there and also when we
                  problem with website not any way to resolve the issue Please
                  refund my money back ",jiomart,Negative,this worst delivery delivery late products available then guys website prepaid amount cancelled some products because unavailability amount refunded cancel order option available there also when problem with website resolve issue please refund money back,254,200-300
1,2024-11-27,"Very unreliable services On multiple instances got almost my
                  entire order cancelled and only handful items delivered So
                  cannot trust delivery of items when required albeit urgent
                  This is besides a buggy app and complicated interface which
                  requires too much effort to find specific stuff",jiomart,Negative,very unreliable services multiple instances almost entire order cancelled only handful items delivered cannot trust delivery items when required albeit urgent this besides buggy complicated interface which requires much effort find specific stuff,246,200-300
1,2024-12-02,"This app is a scam app First order they will give your order
                  in time and perfectly but later they will loot you by sending
                  half products or by giving less quantity then what you have
                  ordered Also when your buy clothes they send wrong product
                  and when you return them you will not get you refund I
                  called  times but still didnt get my refund after my product
                  was picked up And now they have blocked my number So kindly
                  dont buy any products from this app A zero rating for this
                  app",jiomart,Negative,this scam first order they will give your order time perfectly later they will loot sending half products giving less quantity then what have ordered also when your clothes they send wrong product when return them will refund called times still didnt refund after product picked they have blocked number kindly dont products from this zero rating this,351,Above 300
1,2024-10-26,"I had a really disappointing experience with JioMart I
                  ordered a g pack of makhana and what I received was an
                  open packet with one side stapled shut It was clear that the
                  product wasnt properly sealed or handled which is
                  unacceptable for a food item When I tried to initiate a
                  return the process was frustratingly complicated and not
                  userfriendly at all I reached out to customer care hoping
                  for a quick resolution but instead I was kept waiting for a
                  long time o",jiomart,Negative,really disappointing experience with jiomart ordered pack makhana what received open packet with side stapled shut clear that product wasnt properly sealed handled which unacceptable food item when tried initiate return process frustratingly complicated userfriendly reached customer care hoping quick resolution instead kept waiting long time,343,Above 300
1,2024-10-25,"The no worst grocery app if you think brought something you
                  cant find them like Maggie kissan ketchup or something
                  popular grocery items usually whatever we need regular life
                  you cant find them and they prefer you to brought poor
                  quality supplementary product like you want to buy a Maggie
                  they prefer you snac tac noddles the reality is they have
                  nothing and I suggest every user dont install this app",jiomart,Negative,worst grocery think brought something cant find them like maggie kissan ketchup something popular grocery items usually whatever need regular life cant find them they prefer brought poor quality supplementary product like want maggie they prefer snac noddles reality they have nothing suggest every user dont install this,321,Above 300
1,2024-10-18,"One of the worst service by them First I ordered couple of
                  items then it got shipped then after a while I receive
                  messages it says delivery partner has cancelled your order
                  After waiting for  hours I received this Its not even over
                  next day I ordered again and it did got delivered but one of
                  them item was expired and opend a ticket they aint doing
                  anything and close my ticket without refund one of the
                  scammiest grocery application Do not recommend it at all",jiomart,Negative,worst service them first ordered couple items then shipped then after while receive messages says delivery partner cancelled your order after waiting hours received this even over next ordered again delivered them item expired opend ticket they aint doing anything close ticket without refund scammiest grocery application recommend,332,Above 300
1,2024-11-25,"Worst online shopping experience ever I ordered products
                  worth Rs most of which were missing I received products
                  worth Rs  I complained multiple times through the app
                  call and email and they keep telling me that the issue is
                  resolved without actually resolving it",jiomart,Negative,worst online shopping experience ever ordered products worth most which were missing received products worth complained multiple times through call email they keep telling that issue resolved without actually resolving,218,200-300
4,2024-12-01,"Delivery is very quick You get your items with  hrs and
                  without any delivery chargesand you also get discount on
                  the products I really loved this One problem is that it
                  all types of product are non available but it is very good in
                  all other way",jiomart,Positive,delivery very quick your items with without delivery chargesand also discount products really loved this problem that types product available very good other,157,100-200
1,2024-11-17,"Does not show any product that we search for Earlier used to
                  show all options but now limited to very few supplies that are
                  least purchased especially in Groceries section Cannot even
                  use to purchase basic stuffs so no use of downloading the
                  app",jiomart,Negative,does show product that search earlier used show options limited very supplies that least purchased especially groceries section cannot even purchase basic stuffs downloading,173,100-200
1,2024-10-17,"Pathetic customer care You will never get your refund for
                  missing items Better to get the groceries from zepto or big
                  basket so that you can get the refund amount for missing items
                  instantly Or get Flipkart grocery where at the time of
                  delivery they verify each ordered item",jiomart,Negative,pathetic customer care will never your refund missing items better groceries from zepto basket that refund amount missing items instantly flipkart grocery where time delivery they verify each ordered item,204,200-300
1,2024-12-20,"It is a fraud app Do not buy from here They only provide
                  expired products",jiomart,Negative,fraud from here they only provide expired products,50,0-100
1,2024-10-24,"It was an worst app  When I order any item the delivery
                  agents cancelled my order without informing me  It was
                  continuously happened for a while and even customer care
                  persons also didnt solve this issue and they said  we
                  apologise for this issue  and we cant expect any solution
                  from customer care Please dont install this app",jiomart,Negative,worst when order item delivery agents cancelled order without informing continuously happened while even customer care persons also didnt solve this issue they said apologise this issue cant expect solution from customer care please dont install this,250,200-300
1,2024-11-30,"The app is not opening for me cant login The app was
                  restarting whenever I go to login I have sent a mail to their
                  customer support Without resolving my problem they are
                  sending a mail as your problem resolved like that it was very
                  irritating Am having more than  rupees in my wallet Dont
                  know when will clear this problem",jiomart,Negative,opening cant login restarting whenever login have sent mail their customer support without resolving problem they sending mail your problem resolved like that very irritating having more than rupees wallet dont know when will clear this problem,244,200-300
1,2024-11-15,"Wrost grocery application Ive ever seen this is very slow and
                  takes too much time for removing something from cart and
                  sometimes after cancellation of order its showing refunded
                  sussesfully but I dont get any refundplease Jio Mart
                  improve yourself refund the money as soon as you take it
                  Ill never gonna use this application againvery
                  disappointed",jiomart,Negative,wrost grocery application ever seen this very slow takes much time removing something from cart sometimes after cancellation order showing refunded sussesfully dont refundplease mart improve yourself refund money soon take never gonna this application againvery disappointed,274,200-300
1,2024-10-11,"Useless app I am editing my review after the nd failed
                  attempt of purchasing online and after seeing every smart
                  point is closed or nearly about to close Ambani should close
                  down jio Smart Point and jio Mart In asaam open about 
                  stores st  months is okay  then you will not get any
                  product Because there is no supply then most of the products
                  are expired or few days left to expiration and they put in
                  the sale",jiomart,Negative,useless editing review after failed attempt purchasing online after seeing every smart point closed nearly about close ambani should close down smart point mart asaam open about stores months okay then will product because there supply then most products expired days left expiration they sale,293,200-300
5,2024-11-05,"Totally disappointed At first I had a great experience and I
                  rated them  stars but now Im changing into one star Now the
                  problem is I couldnt even login to the app it says oops
                  something went wrong please try again later tried multiple
                  times but same result I have mailed them regarding this issue
                  still there is no response Didnt expected this from jio
                  mart",jiomart,Positive,totally disappointed first great experience rated them stars changing into star problem couldnt even login says oops something went wrong please again later tried multiple times same result have mailed them regarding this issue still there response didnt expected this from mart,278,200-300
1,2024-11-30,"I am so disappointed with jiomart these days Earlier they
                  always deliver orders within the limit time but nowadays they
                  take longer days and some got cancelled for no reasons Also
                  so many products they have in the app are showing either not
                  deliverable or out of stock for your pin or not available
                  why I saw that exact product in my nearest reliance store
                  so why Also if some products are not available they why do
                  you show them in my app shouldnt you remove them Do
                  something",jiomart,Negative,disappointed with jiomart these days earlier they always deliver orders within limit time nowadays they take longer days some cancelled reasons also many products they have showing either deliverable stock your available that exact product nearest reliance store also some products available they show them shouldnt remove them something,337,Above 300
2,2024-10-07,"They sell almost everything but worst part it first they wont
                  show that the item is out of stock one you order something
                  and already paid the amount they will initiate the refund for
                  the items which are out of stock and that repayment will
                  receive after a week They should show in advance that the
                  item is out of stock",jiomart,Negative,they sell almost everything worst part first they wont show that item stock order something already paid amount they will initiate refund items which stock that repayment will receive after week they should show advance that item stock,235,200-300
1,2024-12-11,"I ordered  items On the delivery date the delivery person
                  canceled my order without my consent I called him  times
                  but he didnt answer or call me back I booked a complaint
                  against him But no action has been taken Why do you accept
                  an order if you cant deliver also the refund took a long
                  time to receive Very bad service",jiomart,Negative,ordered items delivery date delivery person canceled order without consent called times didnt answer call back booked complaint against action been taken accept order cant deliver also refund took long time receive very service,227,200-300
4,2024-11-12,"Price wise jiomart is better option after installing jiomart
                  my grocery expenses also reduced because i dont buy more
                  items at a time like before coming to app this was super slow
                  plz fix that because of technical error I reduced one star
                  Some times i visit smart point that store also very
                  unorganised and unsupportive staff they didnt label single
                  product about the price its better to fix these",jiomart,Positive,price wise jiomart better option after installing jiomart grocery expenses also reduced because dont more items time like before coming this super slow that because technical error reduced star some times visit smart point that store also very unorganised unsupportive staff they didnt label single product about price better these,331,Above 300
1,2024-09-29,"UI is so irritating Also when I scroll down get auto refresh
                  Specially in fashion category ",jiomart,Negative,irritating also when scroll down auto refresh specially fashion category,72,0-100
1,2024-09-03,"Horrible app Its a scam they give you less quantity and
                  then tell you they will deliver it on a certain date but they
                  dont then when you raise a complaint they say its too late",jiomart,Negative,horrible scam they give less quantity then tell they will deliver certain date they dont then when raise complaint they late,124,100-200
1,2024-12-31,"They dont delivery by promised min its been a day now very
                  bad customer service too never gonna use it again",jiomart,Negative,they dont delivery promised been very customer service never gonna again,72,0-100
1,2024-11-10,"Worst service Cant depend on your delivery promises Again
                  and again fails to deliver order Very very lazy people I
                  placed three orders in last two months everytime there is an
                  issue This time its returned without any reason all prepaid
                  orders Please give proper reason why order was not
                  delivered",jiomart,Negative,worst service cant depend your delivery promises again again fails deliver order very very lazy people placed three orders last months everytime there issue this time returned without reason prepaid orders please give proper reason order delivered,247,200-300
4,2024-12-19,"fast delivery and delivery boy is very good than before
                  delivery boy ",jiomart,Positive,fast delivery delivery very good than before delivery,53,0-100
1,2024-10-08,"It is worst app as well as worst service by JioMart Initially
                  it was okay but now a days JioMart also became a fraud
                  company I have a hard experience using this platform Many
                  orders I have received which has missing and damaged items but
                  there is no settlement from JioMart side Moreover they used
                  to delete the queries after you placed So please be careful
                  while ordering from JioMart I will suggest to go with Amazon
                  instead of JioMart Many emails have been drafted and sent for
                  the same",jiomart,Negative,worst well worst service jiomart initially okay days jiomart also became fraud company have hard experience using this platform many orders have received which missing damaged items there settlement from jiomart side moreover they used delete queries after placed please careful while ordering from jiomart will suggest with amazon instead jiomart many emails have been drafted sent same,387,Above 300
1,2024-12-07,"Poor service by delivery executives Always product is missing
                  but included in Invoice Poor after sale service Worst app",jiomart,Negative,poor service delivery executives always product missing included invoice poor after sale service worst,102,100-200
1,2024-12-01,"The deliveries are not on time Quite hefty amounts of prepaid
                  orders are missing this is clear theft in broad daylight Not
                  to mention some items may be medically required by the
                  customer Mistakes can be made however even after repeated
                  queries about missing items no step has been taken Is it
                  deliberately ignoring",jiomart,Negative,deliveries time quite hefty amounts prepaid orders missing this clear theft broad daylight mention some items medically required customer mistakes made however even after repeated queries about missing items step been taken deliberately ignoring,245,200-300
4,2024-09-12,"Very good application for groceries shopping with free
                  delivery on first orders and cod is also available but UI can
                  be enhanced and Delivery time can be reduced",jiomart,Positive,very good application groceries shopping with free delivery first orders also available enhanced delivery time reduced,118,100-200
1,2024-07-06,"A big scam and I would never recommend buying from them I
                  ordered two items but received only one even though I was
                  charged for both The delivery person claimed both items were
                  inside and left When I contacted customer support I received
                  no response Over the past ten days Ive reached out to their
                  appellate officer and nodal officer with no reply Its been
                  nearly a month and I still havent received the product or a
                  refund This is how they scam us out of our hardearned money",jiomart,Negative,scam would never recommend buying from them ordered items received only even though charged both delivery person claimed both items were inside left when contacted customer support received response over past days reached their appellate officer nodal officer with reply been nearly month still havent received product refund this they scam hardearned money,357,Above 300
1,2024-12-27,"Ordered one itemafter  days they cancelled the order how
                  pathetic service",jiomart,Negative,ordered itemafter days they cancelled order pathetic service,60,0-100
1,2024-11-22,"Edit  I wont write email I raised complaints so many times
                  I want my issue to be resolved If you are expecting worst
                  service then go for jiomart I ordered something and I
                  requested for return pickup one month ago still the package
                  is with me Horrible service and no customer support My
                  suggestion is dont use this app",jiomart,Negative,edit wont write email raised complaints many times want issue resolved expecting worst service then jiomart ordered something requested return pickup month still package with horrible service customer support suggestion dont this,229,200-300
1,2024-10-04,"Very pathetic service in Kolkata region They are not
                  delivering anything Orders getting cancelled and returned
                  without anything It looks like they dont want to do business
                  here",jiomart,Negative,very pathetic service kolkata region they delivering anything orders getting cancelled returned without anything looks like they dont want business here,152,100-200
5,2024-12-25,"Thank you very much for the quick delivery Jio Mart is amazing
                  I want more discount",jiomart,Positive,thank very much quick delivery mart amazing want more discount,62,0-100
3,2024-09-27,"First  orders were a headache but I am satisfied with the
                  third one in first one I got wrong item in second the
                  courior boy delivered wrong shipment",jiomart,Neutral,first orders were headache satisfied with third first wrong item second courior delivered wrong shipment,104,100-200
1,2024-12-18,"Dear JioMart Team Your app promises minute hyperlocal
                  delivery but my last two orders arrived after  hours This
                  caused major inconvenience like when I urgently needed milk
                  for tea for guests If  minutes isnt realistic please
                  update it to an accurate timeline False promises hurt trust
                  Improve with live tracking better ETAs and communication
                  with delivery agents Fix these issues soon to retain
                  customers Transparency matters more than unfulfilled
                  promises",jiomart,Negative,dear jiomart team your promises minute hyperlocal delivery last orders arrived after hours this caused major inconvenience like when urgently needed milk guests minutes isnt realistic please update accurate timeline false promises hurt trust improve with live tracking better etas communication with delivery agents these issues soon retain customers transparency matters more than unfulfilled promises,402,Above 300
1,2024-10-05,"Dont understand what the developers are doing If you have
                  introduced a new feature Ie Milkbasket then try to keep the
                  user logged in in the same session Tried to go to Milkbasket
                  and it logged me out of Jiomart but was showing address at the
                  top These kind of features should be thoroughly tested and
                  released Also why cant I select an address in Milkbasket
                  Such developers should be thrown out",jiomart,Negative,dont understand what developers doing have introduced feature milkbasket then keep user logged same session tried milkbasket logged jiomart showing address these kind features should thoroughly tested released also cant select address milkbasket such developers should thrown,275,200-300
4,2024-10-20,"App gets frozen while searching for items search results can
                  be improved",jiomart,Positive,gets frozen while searching items search results improved,57,0-100
5,2024-12-16,"very good services vell packed and delivery man also very nice
                  vell mannered",jiomart,Positive,very good services vell packed delivery also very nice vell mannered,68,0-100
5,2024-12-24,"When viewing an already placed order clicking on the back
                  button takes me to the homepage instead of Orders page",jiomart,Positive,when viewing already placed order clicking back button takes homepage instead orders page,89,0-100
1,2024-12-23,"This is the worst app with worst customer service People
                  should order from Amazon instead of jiomart it way better",jiomart,Negative,this worst with worst customer service people should order from amazon instead jiomart better,93,0-100
